Cell.Potential (V)	Cell.Current (A)
1.482571	3.364577E-005
1.483381	3.275561E-005
1.484361	3.631627E-005
1.485414	2.652445E-005
1.486395	0.000029195
1.487367	3.364577E-005
1.488355	0.000029195
1.488962	2.741462E-005
1.490388	2.563429E-005
1.491401	2.652445E-005
1.49247	2.474412E-005
1.493272	2.741462E-005
1.494414	3.097528E-005
1.495451	2.830478E-005
1.49639	3.275561E-005
1.497128	3.008511E-005
1.498359	3.008511E-005
1.499315	0.000023854
1.500295	2.563429E-005
1.500335	0.000029195
1.499307	2.563429E-005
1.498391	0.000029195
1.497192	1.940313E-005
1.496309	3.097528E-005
1.495329	0.000023854
1.494414	1.584247E-005
1.493069	2.296379E-005
1.492203	2.652445E-005
1.491425	2.207363E-005
1.490339	2.207363E-005
1.489343	0.000018513
1.488193	1.228181E-005
1.487399	0.000018513
1.486314	2.830478E-005
1.485374	0.000018513
1.484248	2.02933E-005
1.483454	1.495231E-005
1.482474	1.940313E-005
1.481316	1.76228E-005
1.480246	0.000018513
1.479193	2.02933E-005
1.47827	2.207363E-005
1.477444	1.139165E-005
1.476034	0.000013172
1.475249	1.406214E-005
1.474333	0.000013172
1.473296	8.721152E-006
1.472146	1.495231E-005
1.47132	6.050657E-006
1.470291	6.050657E-006
1.469376	1.495231E-005
1.468128	1.139165E-005
1.467359	1.050148E-005
1.466427	8.721152E-006
1.465172	0.000007831
1.464337	-1.804985E-007
1.463244	1.050148E-005
1.46232	1.673264E-005
1.461357	3.380162E-006
1.460571	1.050148E-005
1.459072	-1.804985E-007
1.45823	3.380162E-006
1.457395	6.940822E-006
1.456448	5.160492E-006
1.45516	9.611317E-006
1.454253	3.380162E-006
1.453329	0.000007831
1.452308	8.721152E-006
1.451264	-1.804985E-007
1.450178	6.940822E-006
1.449344	-1.804985E-007
1.448445	3.380162E-006
1.447359	1.599832E-006
1.446225	5.160492E-006
1.445334	0.000013172
1.444386	-1.960829E-006
1.44326	7.096665E-007
1.442199	6.050657E-006
1.441438	7.096665E-007
1.440296	6.940822E-006
1.439388	6.050657E-006
1.438182	0.000007831
1.437177	7.096665E-007
1.436351	-1.070664E-006
1.435225	3.380162E-006
1.43418	4.270327E-006
1.433208	1.599832E-006
1.432309	-3.741159E-006
1.431248	1.599832E-006
1.430421	-1.070664E-006
1.429271	4.270327E-006
1.428356	1.050148E-005
1.427262	4.270327E-006
1.426396	4.270327E-006
1.425351	-1.804985E-007
1.424257	6.050657E-006
1.423374	-0.000002851
1.422475	3.380162E-006
1.421171	7.096665E-007
1.420199	-0.000002851
1.419429	-1.960829E-006
1.418498	9.611317E-006
1.417145	-0.000008192
1.416076	-1.804985E-007
1.415314	0.000007831
1.414342	-1.804985E-007
1.413492	-0.000008192
1.412236	-1.960829E-006
1.411256	6.050657E-006
1.410397	-1.070664E-006
1.409344	-7.301819E-006
1.408202	4.270327E-006
1.407125	0.00000249
1.406307	3.380162E-006
1.4054	-0.000008192
1.404128	-9.972314E-006
1.403221	-0.000002851
1.402248	-0.000002851
1.401333	-1.070664E-006
1.400094	-5.521489E-006
1.399097	7.096665E-007
1.398352	-3.741159E-006
1.397323	-1.960829E-006
1.396141	-0.000008192
1.395185	-0.000008192
1.394286	1.228181E-005
1.393435	-5.521489E-006
1.392285	-1.086248E-005
1.391127	-7.301819E-006
1.390414	7.096665E-007
1.389353	-6.411654E-006
1.388284	-3.741159E-006
1.387093	-7.301819E-006
1.386307	3.380162E-006
1.385343	-5.521489E-006
1.38442	-1.264281E-005
1.383124	-0.000008192
1.382419	7.096665E-007
1.381414	-0.000008192
1.380361	-0.000008192
1.379106	4.270327E-006
1.37832	-1.175264E-005
1.37717	-0.000008192
1.3764	-1.070664E-006
1.375283	-4.631324E-006
1.374221	-1.070664E-006
1.373136	-1.960829E-006
1.372196	-4.631324E-006
1.371281	-7.301819E-006
1.370017	-3.741159E-006
1.369102	-6.411654E-006
1.368187	-0.000008192
1.367466	1.599832E-006
1.366	-1.086248E-005
1.365092	-1.804985E-007
1.364193	-4.631324E-006
1.363359	-1.53133E-005
1.362136	-7.301819E-006
1.361156	-0.000018874
1.360208	-1.070664E-006
1.359438	-1.070664E-006
1.358491	-1.804985E-007
1.357316	-0.000008192
1.356312	-3.741159E-006
1.355234	-6.411654E-006
1.354262	7.096665E-007
1.353201	-1.709363E-005
1.352197	-9.972314E-006
1.351063	-1.79838E-005
1.350334	-5.521489E-006
1.34911	-1.804985E-007
1.348317	-9.972314E-006
1.347304	-1.175264E-005
1.346348	1.599832E-006
1.345044	-0.000018874
1.344226	-1.79838E-005
1.343513	-7.301819E-006
1.342395	-5.521489E-006
1.341423	-7.301819E-006
1.340119	7.096666E-007
1.339204	-1.804985E-007
1.338199	-5.521489E-006
1.337414	-1.070664E-006
1.33619	-4.631324E-006
1.335324	-9.082149E-006
1.334076	-1.709363E-005
1.333396	-3.741159E-006
1.332124	-1.442314E-005
1.331217	-2.243462E-005
1.330318	-5.521489E-006
1.329451	7.096665E-007
1.328082	-1.442314E-005
1.327207	-9.972314E-006
1.3263	-1.175264E-005
1.325198	-1.175264E-005
1.323975	-0.000002851
1.323238	-1.53133E-005
1.322153	-0.000002851
1.321075	-1.442314E-005
1.320427	-0.000002851
1.319074	-1.086248E-005
1.318232	-5.521489E-006
1.317365	-1.53133E-005
1.316507	-0.000008192
1.315121	-3.741159E-006
1.31419	-1.442314E-005
1.313161	-9.972314E-006
1.312351	-0.000013533
1.310998	-1.976413E-005
1.31018	-9.972314E-006
1.309135	-7.301819E-006
1.308277	-1.442314E-005
1.307054	-1.53133E-005
1.306106	-1.53133E-005
1.305045	-1.620347E-005
1.304202	-1.709363E-005
1.303295	-1.620347E-005
1.301926	-1.976413E-005
1.301302	-3.741159E-006
1.300257	-0.000013533
1.299318	-1.175264E-005
1.298062	-1.442314E-005
1.297106	-1.442314E-005
1.29624	-1.620347E-005
1.295413	-2.243462E-005
1.294012	-1.79838E-005
1.293105	-1.976413E-005
1.292092	-1.79838E-005
1.291339	-1.709363E-005
1.290245	-6.411654E-006
1.289103	-2.332479E-005
1.288107	-2.243462E-005
1.287159	-2.866578E-005
1.286349	-1.976413E-005
1.28528	-2.154446E-005
1.284194	-0.000013533
1.283328	-1.620347E-005
1.282404	-0.000024215
1.281027	-2.510512E-005
1.280193	-3.84576E-005
1.279229	-1.620347E-005
1.278338	-2.243462E-005
1.277131	-1.79838E-005
1.276272	-2.065429E-005
1.275389	-0.000013533
1.274458	-1.175264E-005
1.273121	-3.400677E-005
1.272174	-2.332479E-005
1.271161	-1.620347E-005
1.270027	-2.243462E-005
1.269274	-2.777561E-005
1.268188	-2.510512E-005
1.267313	-1.620347E-005
1.266236	-1.175264E-005
1.265434	-2.065429E-005
1.263936	-1.976413E-005
1.263215	-0.000024215
1.262234	-1.620347E-005
1.261287	-2.332479E-005
1.26025	-1.709363E-005
1.259124	-0.000018874
1.258281	-2.243462E-005
1.257334	-2.332479E-005
1.255965	-3.133627E-005
1.255171	-2.243462E-005
1.254199	-1.79838E-005
1.25334	-2.866578E-005
1.252069	-2.866578E-005
1.251121	-3.044611E-005
1.250173	-2.777561E-005
1.249387	-1.709363E-005
1.248464	-2.154446E-005
1.247054	-2.154446E-005
1.246366	-1.53133E-005
1.245475	-1.79838E-005
1.244284	-2.599528E-005
1.243215	-2.154446E-005
1.242381	-9.082149E-006
1.241263	-2.065429E-005
1.24038	-2.243462E-005
1.239165	-0.000024215
1.23812	-0.000018874
1.237196	-3.044611E-005
1.236338	-2.955594E-005
1.235042	-2.866578E-005
1.234102	-2.599528E-005
1.233219	-3.667727E-005
1.232417	-0.000024215
1.231259	-3.222644E-005
1.2301	-2.243462E-005
1.229056	-2.243462E-005
1.228262	-1.79838E-005
1.227468	-1.976413E-005
1.226204	-2.866578E-005
1.2252	-2.777561E-005
1.224114	-3.400677E-005
1.223312	-2.866578E-005
1.222024	-3.044611E-005
1.221263	-0.000024215
1.220283	-3.133627E-005
1.219197	-2.332479E-005
1.218088	-2.332479E-005
1.217108	-3.934776E-005
1.216233	-3.133627E-005
1.215358	-3.489693E-005
1.214467	-2.599528E-005
1.213122	-3.044611E-005
1.212272	-2.955594E-005
1.211332	-3.31166E-005
1.210336	-2.777561E-005
1.209096	-2.332479E-005
1.208059	-2.777561E-005
1.207209	-2.599528E-005
1.206286	-3.756743E-005
1.205208	-3.133627E-005
1.20422	-2.599528E-005
1.203296	-2.332479E-005
1.202243	-3.489693E-005
1.200947	-3.400677E-005
1.200064	-3.133627E-005
1.19923	-4.023793E-005
1.198274	-3.400677E-005
1.197464	-2.955594E-005
1.196249	-0.000024215
1.195447	-2.510512E-005
1.194329	-3.84576E-005
1.193495	-2.332479E-005
1.192345	-3.57871E-005
1.191259	-2.866578E-005
1.190271	-3.667727E-005
1.189275	-2.955594E-005
1.1881	-2.866578E-005
1.187169	-3.57871E-005
1.18631	-3.222644E-005
1.185314	-3.756743E-005
1.18405	-3.489693E-005
1.183289	-3.489693E-005
1.182252	-4.112809E-005
1.181409	-3.31166E-005
1.180008	-2.866578E-005
1.179222	-2.688545E-005
1.178096	-3.31166E-005
1.177392	-3.044611E-005
1.176371	-3.934776E-005
1.175043	-5.35904E-005
1.174305	-3.400677E-005
1.173285	-3.222644E-005
1.172459	-3.667727E-005
1.171098	-3.84576E-005
1.170134	-3.400677E-005
1.169324	-3.31166E-005
1.168287	-3.489693E-005
1.167112	-2.688545E-005
1.1661	-3.400677E-005
1.165152	-3.57871E-005
1.16418	-3.756743E-005
1.162916	-5.270024E-005
1.16205	-4.290842E-005
1.161199	-4.468875E-005
1.160316	-2.866578E-005
1.159296	-3.31166E-005
1.15804	-4.557892E-005
1.157198	-3.667727E-005
1.156177	-4.379859E-005
1.155156	-4.824941E-005
1.154176	-3.756743E-005
1.153172	-4.023793E-005
1.152054	-4.468875E-005
1.151163	-3.934776E-005
1.150175	-4.290842E-005
1.149049	-3.667727E-005
1.148295	-5.091991E-005
1.147258	-4.290842E-005
1.145954	-4.557892E-005
1.145128	-3.57871E-005
1.144148	-3.667727E-005
1.14337	-4.201826E-005
1.142293	-4.379859E-005
1.14128	-5.091991E-005
1.140211	-4.290842E-005
1.139142	-4.468875E-005
1.138389	-3.57871E-005
1.137068	-4.023793E-005
1.135999	-4.913958E-005
1.135197	-5.270024E-005
1.134282	-4.468875E-005
1.132913	-3.84576E-005
1.132435	-5.002974E-005
1.131382	-5.181007E-005
1.130394	-4.824941E-005
1.128984	-4.379859E-005
1.128093	-5.270024E-005
1.127121	-5.181007E-005
1.126238	-3.934776E-005
1.12529	-5.181007E-005
1.124027	-5.181007E-005
1.123257	-4.913958E-005
1.122309	-4.379859E-005
1.121208	-4.735925E-005
1.120033	-4.468875E-005
1.119118	-4.379859E-005
1.118397	-4.112809E-005
1.117271	-4.646908E-005
1.115951	-4.557892E-005
1.115035	-5.35904E-005
1.114298	-3.31166E-005
1.113432	-3.934776E-005
1.112144	-5.181007E-005
1.110993	-5.537073E-005
1.110046	-4.112809E-005
1.109211	-5.804123E-005
1.107996	-4.913958E-005
1.107073	-4.646908E-005
1.106198	-4.023793E-005
1.10525	-4.468875E-005
1.10427	-5.091991E-005
1.103152	-4.646908E-005
1.102164	-4.379859E-005
1.101184	-5.181007E-005
1.100188	-4.735925E-005
1.099005	-6.872321E-005
1.098065	-4.735925E-005
1.097215	-3.84576E-005
1.096332	-5.181007E-005
1.095198	-4.913958E-005
1.094104	-5.091991E-005
1.093335	-6.071172E-005
1.092306	-4.735925E-005
1.090994	-4.557892E-005
1.090159	-5.35904E-005
1.089147	-6.071172E-005
1.088264	-4.913958E-005
1.087284	-6.071172E-005
1.085996	-6.160189E-005
1.085226	-5.270024E-005
1.084044	-4.646908E-005
1.083306	-4.913958E-005
1.081905	-5.982156E-005
1.081038	-4.646908E-005
1.080091	-4.913958E-005
1.079305	-5.002974E-005
1.078074	-4.913958E-005
1.077012	-5.537073E-005
1.076057	-5.537073E-005
1.075384	-5.35904E-005
1.073983	-5.35904E-005
1.073124	-6.160189E-005
1.072104	-5.893139E-005
1.071132	-4.913958E-005
1.070322	-5.448057E-005
1.069009	-5.537073E-005
1.068143	-5.537073E-005
1.067292	-5.270024E-005
1.066312	-5.62609E-005
1.065227	-5.091991E-005
1.063898	-4.913958E-005
1.063129	-5.804123E-005
1.062254	-5.002974E-005
1.06099	-5.715106E-005
1.060018	-5.35904E-005
1.05903	-5.715106E-005
1.058212	-5.448057E-005
1.057013	-0.000067833
1.056106	-5.537073E-005
1.054988	-5.091991E-005
1.05421	-6.605271E-005
1.053311	-5.270024E-005
1.052088	-5.62609E-005
1.051237	-6.160189E-005
1.050241	-5.982156E-005
1.049147	-5.091991E-005
1.047965	-6.071172E-005
1.04713	-5.715106E-005
1.046191	-5.715106E-005
1.045227	-4.824941E-005
1.043947	-5.002974E-005
1.043015	-5.537073E-005
1.042157	-6.249205E-005
1.041169	-6.071172E-005
1.040124	-5.62609E-005
1.039038	-5.982156E-005
1.038171	-4.468875E-005
1.037151	-5.448057E-005
1.035952	-5.448057E-005
1.034972	-6.249205E-005
1.034065	-6.071172E-005
1.033246	-6.160189E-005
1.032169	-6.516255E-005
1.03114	-5.537073E-005
1.030112	-5.35904E-005
1.028986	-5.804123E-005
1.028192	-6.694288E-005
1.026969	-6.694288E-005
1.026191	-6.160189E-005
1.025057	-7.050354E-005
1.024255	-5.982156E-005
1.023024	-6.961337E-005
1.021914	-6.961337E-005
1.021047	-6.427238E-005
1.020067	-6.427238E-005
1.018974	-5.893139E-005
1.018002	-6.605271E-005
1.01703	-6.694288E-005
1.016203	-6.961337E-005
1.015191	-6.160189E-005
1.014138	-5.893139E-005
1.013125	-6.160189E-005
1.012105	-6.160189E-005
1.011278	-5.448057E-005
1.010047	-6.605271E-005
1.009245	-5.982156E-005
1.008225	-6.605271E-005
1.007317	-7.13937E-005
1.005924	-6.605271E-005
1.005203	-6.961337E-005
1.004053	-6.071172E-005
1.003219	-0.000073174
1.001939	-0.000067833
1.001129	-6.694288E-005
1.000003	-6.427238E-005
0.999209	-6.872321E-005
0.998188	-6.071172E-005
0.996925	-6.694288E-005
0.995993	-0.000073174
0.995167	-6.694288E-005
0.994324	-0.000067833
0.992996	-7.228387E-005
0.99204	-6.961337E-005
0.991173	-0.000067833
0.990047	-7.050354E-005
0.989132	-7.40642E-005
0.988022	-6.605271E-005
0.987139	-7.050354E-005
0.986224	-0.000067833
0.985017	-6.071172E-005
0.984061	-0.000083856
0.983089	-7.40642E-005
0.982158	-6.872321E-005
0.98125	-5.715106E-005
0.979857	-0.000067833
0.979055	-0.000067833
0.97818	-6.694288E-005
0.977338	-6.605271E-005
0.975969	-7.762486E-005
0.97507	-7.673469E-005
0.974244	-0.000067833
0.973093	-6.961337E-005
0.971854	-6.516255E-005
0.971149	-7.228387E-005
0.970088	-6.872321E-005
0.969294	-5.893139E-005
0.967998	-6.605271E-005
0.967115	-6.605271E-005
0.966014	-7.940519E-005
0.96522	-6.961337E-005
0.964102	-0.000073174
0.962944	-0.000067833
0.962053	-7.940519E-005
0.961372	-0.000073174
0.96019	-7.40642E-005
0.959047	-6.694288E-005
0.958075	-8.118552E-005
0.957225	-6.516255E-005
0.956269	-6.872321E-005
0.954908	-7.228387E-005
0.95405	-7.228387E-005
0.953207	-0.000073174
0.952162	-7.762486E-005
0.950947	-7.940519E-005
0.949991	-7.495436E-005
0.949181	-7.228387E-005
0.948217	-7.050354E-005
0.946913	-0.000078515
0.946095	-0.000083856
0.945083	-8.296585E-005
0.944248	-6.872321E-005
0.943106	-7.40642E-005
0.942126	-7.050354E-005
0.941097	-7.584453E-005
0.940117	-6.516255E-005
0.93921	-7.495436E-005
0.937938	-7.584453E-005
0.936885	-0.000083856
0.936124	-0.000083856
0.935119	-7.762486E-005
0.933758	-7.940519E-005
0.93311	-7.495436E-005
0.931992	-6.427238E-005
0.931174	-7.228387E-005
0.929967	-8.474618E-005
0.929084	-7.940519E-005
0.928169	-0.000073174
0.927084	-7.40642E-005
0.926103	-7.584453E-005
0.925059	-0.000067833
0.924087	-7.13937E-005
0.923147	-0.000078515
0.922142	-7.495436E-005
0.920814	-8.296585E-005
0.92015	-8.029535E-005
0.919251	-7.940519E-005
0.91836	-7.762486E-005
0.91708	-7.40642E-005
0.91601	-7.13937E-005
0.914925	-0.000089197
0.914115	-0.000078515
0.912835	-8.474618E-005
0.912301	-7.673469E-005
0.91111	-0.000073174
0.910356	-9.18675E-005
0.909384	-7.228387E-005
0.908007	-9.542816E-005
0.907205	-7.228387E-005
0.906306	-7.584453E-005
0.905294	-8.118552E-005
0.904063	-8.207568E-005
0.903204	-8.296585E-005
0.902248	-8.207568E-005
0.901276	-0.000078515
0.899907	-7.940519E-005
0.899178	-8.207568E-005
0.898133	-8.652651E-005
0.897104	-8.563634E-005
0.895995	-8.296585E-005
0.895104	-0.000078515
0.894067	-7.940519E-005
0.893143	-0.000083856
0.891928	-7.228387E-005
0.891013	-7.13937E-005
0.890235	-8.474618E-005
0.889239	-8.118552E-005
0.888461	-7.762486E-005
0.886995	-8.118552E-005
0.886161	-6.605271E-005
0.885205	-8.118552E-005
0.88433	-8.563634E-005
0.883018	-8.563634E-005
0.882103	-8.029535E-005
0.881147	-8.118552E-005
0.880312	-7.228387E-005
0.879162	-0.000078515
0.87815	-8.296585E-005
0.87708	-8.296585E-005
0.876449	-9.275766E-005
0.87512	-7.40642E-005
0.874018	-7.495436E-005
0.873184	-0.000083856
0.872115	-9.097733E-005
0.871199	-7.762486E-005
0.869968	-8.563634E-005
0.86915	-8.563634E-005
0.868275	-7.13937E-005
0.867311	-7.495436E-005
0.865942	-8.563634E-005
0.864962	-0.000089197
0.864152	-8.830684E-005
0.863277	-8.118552E-005
0.861965	-8.474618E-005
0.860977	-0.000083856
0.860151	-0.000083856
0.859154	-0.000078515
0.857996	-7.762486E-005
0.857	-9.364783E-005
0.856092	-7.940519E-005
0.855307	-0.000083856
0.854246	-0.000078515
0.852909	-8.563634E-005
0.85201	-8.296585E-005
0.851094	-8.830684E-005
0.850114	-8.029535E-005
0.848924	-8.652651E-005
0.84817	-9.275766E-005
0.847279	-8.474618E-005
0.846226	-0.000089197
0.844938	-8.741667E-005
0.84408	-8.296585E-005
0.843164	-8.118552E-005
0.842136	-0.000078515
0.84105	-8.563634E-005
0.840191	-8.741667E-005
0.839066	-8.118552E-005
0.838328	-8.296585E-005
0.837356	-7.940519E-005
0.835906	-0.000094538
0.835153	-8.741667E-005
0.834189	-7.495436E-005
0.833039	-0.000078515
0.831881	-7.495436E-005
0.831103	-0.000083856
0.830082	-8.563634E-005
0.829297	-8.296585E-005
0.828009	-8.652651E-005
0.82715	-0.000078515
0.826105	-8.474618E-005
0.825214	-8.563634E-005
0.823894	-0.000083856
0.82297	-8.029535E-005
0.822103	-8.741667E-005
0.821196	-8.118552E-005
0.820014	-8.029535E-005
0.818985	-8.830684E-005
0.818126	-7.584453E-005
0.81717	-7.940519E-005
0.816304	-7.940519E-005
0.81508	-8.741667E-005
0.814084	-7.050354E-005
0.813128	-8.563634E-005
0.812221	-7.40642E-005
0.811014	-8.474618E-005
0.809912	-8.118552E-005
0.809264	-8.563634E-005
0.808211	-8.563634E-005
0.806972	-8.118552E-005
0.806146	-8.207568E-005
0.80519	-8.741667E-005
0.804404	-0.000083856
0.8031	-7.584453E-005
0.802104	-7.40642E-005
0.801116	-0.000073174
0.800176	-7.228387E-005
0.799309	-7.584453E-005
0.798029	-0.000078515
0.79709	-0.000083856
0.796191	-7.13937E-005
0.794984	-9.275766E-005
0.794003	-7.495436E-005
0.793048	-9.008717E-005
0.791946	-0.000083856
0.791306	-8.652651E-005
0.789929	-8.830684E-005
0.788981	-8.652651E-005
0.788195	-8.118552E-005
0.78711	-8.652651E-005
0.785927	-9.542816E-005
0.784947	-8.741667E-005
0.784081	-7.40642E-005
0.783165	-7.673469E-005
0.782371	-0.000078515
0.781075	-7.228387E-005
0.780095	-0.000089197
0.779164	-7.940519E-005
0.778208	-8.474618E-005
0.776944	-8.207568E-005
0.776061	-8.296585E-005
0.775186	-9.18675E-005
0.774279	-8.296585E-005
0.772991	-8.652651E-005
0.772035	-8.029535E-005
0.77108	-7.584453E-005
0.770124	-7.940519E-005
0.768973	-7.495436E-005
0.767928	-7.495436E-005
0.767037	-0.000089197
0.765968	-9.275766E-005
0.764777	-8.652651E-005
0.764032	-7.050354E-005
0.76306	-0.000073174
0.762177	-7.495436E-005
0.761189	-9.097733E-005
0.760071	-0.000083856
0.758978	-8.296585E-005
0.758054	-0.000083856
0.757236	-7.228387E-005
0.755891	-9.364783E-005
0.755187	-8.741667E-005
0.754247	-7.584453E-005
0.753032	-0.000078515
0.751841	-8.741667E-005
0.75108	-8.652651E-005
0.750002	-0.000083856
0.749201	-8.029535E-005
0.747913	-8.296585E-005
0.746949	-8.652651E-005
0.74592	-8.652651E-005
0.745126	-8.830684E-005
0.744316	-8.296585E-005
0.743085	-8.652651E-005
0.74204	-9.008717E-005
0.741027	-8.118552E-005
0.740088	-8.296585E-005
0.738954	-8.830684E-005
0.737949	-8.118552E-005
0.737034	-7.673469E-005
0.735989	-7.584453E-005
0.734928	-7.940519E-005
0.734012	-9.097733E-005
0.733032	-9.008717E-005
0.732133	-7.762486E-005
0.730797	-0.000078515
0.729841	-8.207568E-005
0.728966	-8.741667E-005
0.728148	-8.652651E-005
0.727192	-0.000083856
0.72592	-8.474618E-005
0.725126	-8.652651E-005
0.724162	-7.495436E-005
0.723061	-0.000073174
0.721838	-8.652651E-005
0.721028	-0.000083856
0.720088	-7.40642E-005
0.719011	-8.207568E-005
0.718031	-7.40642E-005
0.716905	-9.720849E-005
0.716103	-0.000083856
0.715041	-8.474618E-005
0.713988	-0.000089197
0.712887	-8.830684E-005
0.71198	-8.118552E-005
0.711186	-7.13937E-005
0.710092	-7.940519E-005
0.70895	-7.940519E-005
0.708043	-8.652651E-005
0.707055	-0.000089197
0.70605	-0.000078515
0.704997	-0.000083856
0.703904	-9.097733E-005
0.702875	-7.673469E-005
0.702097	-9.542816E-005
0.700947	-0.000083856
0.700023	-8.830684E-005
0.6991	-7.050354E-005
0.698152	-8.207568E-005
0.696897	-7.673469E-005
0.696054	-7.13937E-005
0.695001	-7.940519E-005
0.694167	-7.050354E-005
0.692976	-8.563634E-005
0.691915	-9.18675E-005
0.690911	-8.474618E-005
0.690068	-8.207568E-005
0.689048	-0.000083856
0.687889	-0.000083856
0.686917	-7.584453E-005
0.68601	-6.427238E-005
0.68503	-9.275766E-005
0.68405	-8.474618E-005
0.682932	-8.207568E-005
0.682081	-8.741667E-005
0.681158	-7.673469E-005
0.679894	-8.474618E-005
0.678825	-8.118552E-005
0.678007	-0.000078515
0.676994	-0.000089197
0.67586	-8.563634E-005
0.674977	-7.762486E-005
0.673949	-8.118552E-005
0.673155	-8.563634E-005
0.672247	-6.694288E-005
0.671049	-7.228387E-005
0.669939	-9.008717E-005
0.669007	-0.000078515
0.667922	-8.207568E-005
0.666942	-8.207568E-005
0.666026	-7.940519E-005
0.664933	-8.563634E-005
0.664042	-7.228387E-005
0.662965	-8.830684E-005
0.66192	-9.275766E-005
0.66102	-8.207568E-005
0.660081	-7.584453E-005
0.658801	-8.296585E-005
0.657975	-9.275766E-005
0.656978	-8.029535E-005
0.65599	-7.940519E-005
0.655067	-9.364783E-005
0.653868	-8.118552E-005
0.652993	-8.207568E-005
0.652151	-7.495436E-005
0.651122	-9.18675E-005
0.649866	-8.741667E-005
0.64891	-7.495436E-005
0.647971	-9.008717E-005
0.647104	-8.474618E-005
0.646027	-7.940519E-005
0.644925	-9.008717E-005
0.643961	-8.563634E-005
0.643111	-0.000083856
0.641887	-8.830684E-005
0.640802	-9.008717E-005
0.640041	-8.652651E-005
0.638971	-9.097733E-005
0.637894	-8.830684E-005
0.636979	-9.097733E-005
0.635958	-9.364783E-005
0.634978	-8.563634E-005
0.6342	-8.296585E-005
0.632929	-0.000089197
0.632135	-0.000078515
0.631065	-8.029535E-005
0.630264	-8.474618E-005
0.628927	-7.940519E-005
0.627833	-0.000083856
0.627218	-8.830684E-005
0.625946	-8.029535E-005
0.624674	-9.097733E-005
0.623864	-0.000089197
0.622998	-9.542816E-005
0.621904	-9.097733E-005
0.620713	-0.000089197
0.619774	-0.000094538
0.618964	-8.296585E-005
0.617992	-8.563634E-005
0.617003	-9.631832E-005
0.616015	-9.542816E-005
0.614832	-8.207568E-005
0.614087	-0.000078515
0.61322	-8.474618E-005
0.611787	-8.296585E-005
0.610871	-8.207568E-005
0.610021	-8.741667E-005
0.609065	-8.652651E-005
0.607809	-9.542816E-005
0.606837	-7.940519E-005
0.605882	-9.720849E-005
0.605039	-8.830684E-005
0.603856	-0.000094538
0.602998	-8.563634E-005
0.60188	-9.720849E-005
0.601159	-8.652651E-005
0.600082	-8.207568E-005
0.598818	-8.474618E-005
0.597862	-8.830684E-005
0.596971	-9.18675E-005
0.596177	-9.18675E-005
0.594881	-8.207568E-005
0.593731	-9.542816E-005
0.593067	-9.275766E-005
0.592038	-9.364783E-005
0.590912	-9.18675E-005
0.590086	-8.830684E-005
0.589	-8.652651E-005
0.588101	-9.364783E-005
0.58704	-0.000101
0.585971	-9.720849E-005
0.585185	-8.474618E-005
0.584173	-8.563634E-005
0.583314	-0.000094538
0.581929	-7.762486E-005
0.580965	-9.898882E-005
0.580058	-9.18675E-005
0.579377	-7.762486E-005
0.577919	-9.18675E-005
0.577174	-9.720849E-005
0.576202	-9.008717E-005
0.575311	-8.652651E-005
0.57391	-8.741667E-005
0.572994	-9.720849E-005
0.572168	-9.18675E-005
0.571099	-9.809865E-005
0.569957	-9.275766E-005
0.569025	-9.542816E-005
0.568215	-8.830684E-005
0.567235	-9.364783E-005
0.566328	-9.097733E-005
0.564975	-9.097733E-005
0.564108	-9.542816E-005
0.563217	-0.000089197
0.562245	-0.000094538
0.561135	-8.830684E-005
0.559928	-9.720849E-005
0.559256	-9.542816E-005
0.558154	-8.652651E-005
0.556866	-9.720849E-005
0.556186	-9.008717E-005
0.555165	-9.720849E-005
0.554363	-7.762486E-005
0.552768	-0.000102
0.551982	-8.830684E-005
0.551302	-9.542816E-005
0.550192	-0.000103
0.549025	-0.000094538
0.54798	-9.364783E-005
0.547049	-8.741667E-005
0.546069	-0.000101
0.545275	-9.809865E-005
0.543922	-0.000103
0.542999	-0.000089197
0.542091	-9.18675E-005
0.541022	-0.000103
0.539953	-9.18675E-005
0.539175	-9.720849E-005
0.53792	-0.000089197
0.53694	-0.000094538
0.535838	-0.000101
0.534931	-0.000107
0.534048	-0.000099879
0.533246	-9.008717E-005
0.532063	-0.000101
0.530929	-9.720849E-005
0.530152	-8.830684E-005
0.529196	-9.898882E-005
0.528321	-9.631832E-005
0.526928	-9.364783E-005
0.526118	-9.809865E-005
0.525121	-9.720849E-005
0.524246	-9.275766E-005
0.522967	-9.631832E-005
0.522019	-0.000103
0.521176	-0.000107
0.520156	-9.542816E-005
0.518989	-0.000102
0.517904	-9.631832E-005
0.516916	-9.631832E-005
0.516203	-0.000103
0.514996	-0.000099879
0.51404	-9.809865E-005
0.513173	-0.000103
0.512096	-9.275766E-005
0.511213	-9.542816E-005
0.510063	-0.000102
0.509139	-9.809865E-005
0.508265	-0.000094538
0.507211	-9.631832E-005
0.506126	-0.000104
0.505105	-0.000102
0.504077	-9.809865E-005
0.50304	-0.000101
0.501971	-9.542816E-005
0.500909	-9.898882E-005
0.499986	-0.000094538
0.499297	-0.000099879
0.497856	-9.542816E-005
0.497054	-9.542816E-005
0.495993	-9.720849E-005
0.495077	-9.809865E-005
0.494227	-9.809865E-005
0.492923	-9.097733E-005
0.491959	-0.000104
0.491116	-0.000099879
0.490249	-0.000103
0.488961	-0.000111
