Cell.Potential (V)	Cell.Current (A)
1.497298	3.364577E-005
1.496164	3.364577E-005
1.495491	2.830478E-005
1.494446	3.364577E-005
1.493191	0.000029195
1.49213	2.741462E-005
1.491231	3.275561E-005
1.49025	0.000023854
1.489173	2.830478E-005
1.488403	2.563429E-005
1.487383	2.474412E-005
1.48633	2.652445E-005
1.485325	0.000023854
1.484094	2.563429E-005
1.483398	2.474412E-005
1.482515	2.563429E-005
1.481543	2.207363E-005
1.480287	2.02933E-005
1.479072	1.495231E-005
1.478278	2.296379E-005
1.477379	2.563429E-005
1.475986	1.584247E-005
1.47524	2.563429E-005
1.474196	1.673264E-005
1.473467	1.584247E-005
1.472098	2.563429E-005
1.471134	2.296379E-005
1.470218	2.118346E-005
1.469408	2.652445E-005
1.468136	0.000023854
1.467075	1.76228E-005
1.466233	1.406214E-005
1.465382	1.940313E-005
1.464524	2.207363E-005
1.463187	0.000013172
1.462256	0.000013172
1.461373	1.495231E-005
1.460376	0.000018513
1.459194	1.406214E-005
1.458246	1.495231E-005
1.457282	6.940822E-006
1.456521	1.050148E-005
1.455127	5.160492E-006
1.454269	1.228181E-005
1.45341	1.673264E-005
1.452462	1.139165E-005
1.451288	1.673264E-005
1.450283	2.02933E-005
1.449157	1.228181E-005
1.44842	0.000018513
1.447416	2.02933E-005
1.446193	1.584247E-005
1.445221	6.050657E-006
1.444289	1.406214E-005
1.443495	-1.804985E-007
1.442191	6.940822E-006
1.441268	9.611317E-006
1.440377	1.050148E-005
1.439388	0.000018513
1.438149	0.000018513
1.437258	0.000013172
1.436278	0.000007831
1.435282	4.270327E-006
1.434067	6.940822E-006
1.433111	5.160492E-006
1.432236	9.611317E-006
1.431304	4.270327E-006
1.43043	1.139165E-005
1.429214	6.050657E-006
1.428259	0.00000249
1.4274	4.270327E-006
1.426363	7.096666E-007
1.425294	4.270327E-006
1.424103	0.000018513
1.423431	0.000013172
1.422434	7.096665E-007
1.421147	5.160492E-006
1.420272	6.050657E-006
1.419316	-4.631324E-006
1.418514	0.000013172
1.416999	-6.411654E-006
1.416068	4.270327E-006
1.415193	1.599832E-006
1.414245	1.228181E-005
1.41337	3.380162E-006
1.412082	6.940822E-006
1.411175	3.380162E-006
1.410227	0.00000249
1.409425	9.611317E-006
1.408008	0.00000249
1.407198	5.160492E-006
1.406258	-1.175264E-005
1.405246	7.096665E-007
1.404184	5.160492E-006
1.403204	4.270327E-006
1.402208	1.599832E-006
1.401447	6.050657E-006
1.399907	3.380162E-006
1.399033	-1.804985E-007
1.398255	1.228181E-005
1.397259	8.721152E-006
1.395922	-1.070664E-006
1.395112	3.380162E-006
1.394221	3.380162E-006
1.393209	7.096665E-007
1.392455	1.050148E-005
1.391192	-5.521489E-006
1.390187	-1.960829E-006
1.389393	4.270327E-006
1.388227	-1.070664E-006
1.387093	-0.000002851
1.386291	-3.741159E-006
1.385189	-5.521489E-006
1.384387	-3.741159E-006
1.383099	-5.521489E-006
1.382297	7.096665E-007
1.381325	-4.631324E-006
1.380135	-7.301819E-006
1.378944	-4.631324E-006
1.378158	6.050657E-006
1.377316	7.096665E-007
1.376473	7.096665E-007
1.375404	7.096665E-007
1.374124	-5.521489E-006
1.373063	-0.000002851
1.37231	-1.070664E-006
1.371313	0.00000249
1.370204	-9.972314E-006
1.369191	-3.741159E-006
1.368381	7.096666E-007
1.367336	-4.631324E-006
1.366048	1.599832E-006
1.3651	-1.804985E-007
1.364136	-0.000002851
1.363335	3.380162E-006
1.362014	-1.070664E-006
1.361164	-3.741159E-006
1.36024	-0.000008192
1.359203	1.599832E-006
1.358466	3.380162E-006
1.357105	-1.070664E-006
1.356295	-1.960829E-006
1.355356	0.00000249
1.354214	0.00000249
1.352974	-9.972314E-006
1.352213	7.096665E-007
1.351233	0.00000249
1.350228	-0.000002851
1.349029	-9.972314E-006
1.348236	7.096665E-007
1.347272	-1.070664E-006
1.346194	-5.521489E-006
1.345052	-6.411654E-006
1.344112	1.599832E-006
1.3431	-7.301819E-006
1.34242	-1.804985E-007
1.341253	-9.972314E-006
1.340176	-6.411654E-006
1.339196	-4.631324E-006
1.338394	-0.000013533
1.337405	6.940822E-006
1.336117	-4.631324E-006
1.335324	-5.521489E-006
1.334262	-3.741159E-006
1.333299	-1.070664E-006
1.332051	-1.086248E-005
1.331192	-0.000002851
1.33022	4.270327E-006
1.329232	-7.301819E-006
1.327928	-0.000002851
1.327061	-4.631324E-006
1.326162	-1.960829E-006
1.325223	0.00000249
1.324032	-7.301819E-006
1.323189	-0.000002851
1.322201	-4.631324E-006
1.321423	-0.000002851
1.320419	-1.070664E-006
1.319188	-1.79838E-005
1.318159	-1.175264E-005
1.317252	3.380162E-006
1.316361	-1.264281E-005
1.315121	-9.082149E-006
1.314311	-0.000018874
1.31321	-9.082149E-006
1.312068	7.096665E-007
1.310958	-0.000013533
1.310026	-0.000008192
1.309127	-9.972314E-006
1.308204	-1.264281E-005
1.307086	-1.086248E-005
1.306041	-1.175264E-005
1.305158	-1.620347E-005
1.304186	-1.442314E-005
1.303295	-0.000013533
1.302088	-1.960829E-006
1.301205	-5.521489E-006
1.300355	-7.301819E-006
1.299253	-1.175264E-005
1.298127	-7.301819E-006
1.297114	-1.264281E-005
1.296296	-1.086248E-005
1.295357	-1.442314E-005
1.294028	-1.086248E-005
1.293145	-1.086248E-005
1.292246	-2.154446E-005
1.291144	-1.53133E-005
1.289897	-9.972314E-006
1.289184	-1.709363E-005
1.288018	-1.53133E-005
1.287362	-1.175264E-005
1.2863	-1.79838E-005
1.284923	-1.620347E-005
1.284203	-1.79838E-005
1.283328	-0.000018874
1.282242	-1.976413E-005
1.281157	-1.442314E-005
1.280096	-2.332479E-005
1.27918	-9.082149E-006
1.278224	-0.000013533
1.277026	-1.709363E-005
1.276102	-0.000013533
1.275122	-1.620347E-005
1.274312	-1.53133E-005
1.273008	-1.620347E-005
1.272028	-2.065429E-005
1.27108	-1.79838E-005
1.270092	-9.082149E-006
1.26933	-1.79838E-005
1.268099	-1.175264E-005
1.267038	-2.599528E-005
1.266179	-1.264281E-005
1.265313	-9.082149E-006
1.264033	-1.976413E-005
1.262963	-1.620347E-005
1.262129	-2.065429E-005
1.261287	-1.442314E-005
1.259869	-2.154446E-005
1.2591	-2.154446E-005
1.258119	-1.264281E-005
1.257204	-0.000018874
1.255997	-1.53133E-005
1.255017	-1.709363E-005
1.254183	-1.976413E-005
1.253122	-1.79838E-005
1.25206	-1.53133E-005
1.251153	-0.000013533
1.249954	-2.243462E-005
1.24929	-1.086248E-005
1.248269	-1.79838E-005
1.247054	-2.510512E-005
1.246196	-2.154446E-005
1.245208	-1.442314E-005
1.244268	-1.709363E-005
1.24311	-1.79838E-005
1.242057	-2.243462E-005
1.241328	-9.972314E-006
1.240226	-0.000013533
1.239173	-2.688545E-005
1.238128	-3.044611E-005
1.237229	-2.510512E-005
1.236322	-1.175264E-005
1.235123	-3.57871E-005
1.23424	-2.777561E-005
1.233219	-0.000024215
1.23232	-2.955594E-005
1.231299	-1.264281E-005
1.230092	-2.243462E-005
1.22912	-2.777561E-005
1.228254	-1.976413E-005
1.227338	-1.620347E-005
1.226099	-0.000018874
1.225062	-1.175264E-005
1.224195	-1.53133E-005
1.223418	-2.243462E-005
1.222008	-2.777561E-005
1.221117	-1.79838E-005
1.220315	-1.976413E-005
1.2194	-2.688545E-005
1.218063	-2.688545E-005
1.216962	-3.222644E-005
1.216257	-2.065429E-005
1.215277	-2.688545E-005
1.214418	-2.866578E-005
1.212968	-3.222644E-005
1.212183	-2.243462E-005
1.211259	-0.000013533
1.210303	-1.79838E-005
1.208951	-3.133627E-005
1.208051	-2.243462E-005
1.207144	-3.667727E-005
1.206213	-3.489693E-005
1.205143	-2.243462E-005
1.204139	-2.777561E-005
1.203053	-2.599528E-005
1.202324	-2.510512E-005
1.201037	-3.756743E-005
1.20004	-2.955594E-005
1.199149	-1.976413E-005
1.198242	-1.709363E-005
1.197391	-3.044611E-005
1.196128	-3.133627E-005
1.195301	-1.620347E-005
1.194135	-2.866578E-005
1.193325	-2.243462E-005
1.192167	-3.044611E-005
1.191106	-2.599528E-005
1.190304	-2.599528E-005
1.189323	-2.866578E-005
1.188254	-2.955594E-005
1.187136	-2.243462E-005
1.186164	-1.79838E-005
1.185354	-1.976413E-005
1.18401	-3.044611E-005
1.183054	-2.510512E-005
1.182179	-2.510512E-005
1.181223	-2.599528E-005
1.180016	-2.955594E-005
1.179077	-4.023793E-005
1.17808	-2.955594E-005
1.17727	-3.400677E-005
1.176371	-2.688545E-005
1.175083	-3.667727E-005
1.174168	-4.201826E-005
1.173261	-3.400677E-005
1.172118	-2.955594E-005
1.171187	-2.777561E-005
1.170061	-3.667727E-005
1.169129	-3.934776E-005
1.168028	-3.667727E-005
1.167039	-2.955594E-005
1.166221	-3.934776E-005
1.165144	-2.866578E-005
1.164188	-2.955594E-005
1.16303	-4.023793E-005
1.162123	-4.290842E-005
1.161191	-3.400677E-005
1.16017	-2.332479E-005
1.159263	-3.044611E-005
1.158105	-2.866578E-005
1.156995	-3.667727E-005
1.15625	-4.379859E-005
1.15531	-4.646908E-005
1.154095	-4.913958E-005
1.153058	-3.934776E-005
1.152297	-2.777561E-005
1.151382	-2.866578E-005
1.149956	-4.379859E-005
1.149122	-3.756743E-005
1.148166	-3.756743E-005
1.147501	-0.000024215
1.145833	-3.31166E-005
1.144974	-3.222644E-005
1.144051	-2.955594E-005
1.14333	-3.044611E-005
1.142244	-3.044611E-005
1.140997	-4.290842E-005
1.139992	-3.667727E-005
1.139336	-3.57871E-005
1.138364	-3.84576E-005
1.137222	-3.667727E-005
1.136121	-5.091991E-005
1.135335	-4.735925E-005
1.134282	-4.290842E-005
1.132872	-3.934776E-005
1.132087	-4.735925E-005
1.131252	-4.112809E-005
1.130353	-3.756743E-005
1.128903	-4.557892E-005
1.128109	-5.448057E-005
1.127299	-3.222644E-005
1.12623	-4.112809E-005
1.125501	-4.557892E-005
1.123832	-3.756743E-005
1.123022	-4.557892E-005
1.122075	-4.646908E-005
1.121362	-3.667727E-005
1.120082	-3.489693E-005
1.119005	-4.112809E-005
1.118203	-2.955594E-005
1.117239	-3.84576E-005
1.116032	-3.57871E-005
1.115068	-4.112809E-005
1.114152	-4.735925E-005
1.113091	-3.84576E-005
1.111925	-5.537073E-005
1.111099	-4.379859E-005
1.110208	-3.934776E-005
1.109308	-4.468875E-005
1.107972	-4.646908E-005
1.107073	-4.023793E-005
1.106295	-4.646908E-005
1.105056	-4.290842E-005
1.104286	-4.913958E-005
1.103144	-5.091991E-005
1.102107	-3.756743E-005
1.101095	-4.468875E-005
1.100179	-4.735925E-005
1.098989	-5.270024E-005
1.097928	-4.735925E-005
1.097288	-4.290842E-005
1.096332	-5.62609E-005
1.094979	-5.181007E-005
1.093975	-3.934776E-005
1.093197	-3.489693E-005
1.09229	-4.557892E-005
1.090905	-5.270024E-005
1.090127	-5.448057E-005
1.089179	-5.091991E-005
1.088175	-4.646908E-005
1.087276	-5.091991E-005
1.086142	-4.824941E-005
1.085007	-4.913958E-005
1.084011	-4.646908E-005
1.083112	-3.400677E-005
1.082043	-3.84576E-005
1.080974	-6.071172E-005
1.080018	-4.557892E-005
1.079208	-3.934776E-005
1.077823	-5.448057E-005
1.077085	-4.824941E-005
1.076105	-5.002974E-005
1.075279	-4.379859E-005
1.073918	-4.290842E-005
1.073011	-5.982156E-005
1.072112	-4.735925E-005
1.071107	-5.893139E-005
1.070289	-4.379859E-005
1.069139	-5.537073E-005
1.068159	-4.735925E-005
1.067122	-4.112809E-005
1.066255	-5.804123E-005
1.064959	-5.62609E-005
1.063866	-5.35904E-005
1.063145	-4.557892E-005
1.062156	-5.181007E-005
1.060917	-5.537073E-005
1.059978	-5.270024E-005
1.059224	-4.112809E-005
1.058155	-5.091991E-005
1.056851	-3.756743E-005
1.055976	-4.646908E-005
1.055036	-4.379859E-005
1.053999	-4.557892E-005
1.053311	-4.379859E-005
1.052023	-5.270024E-005
1.051108	-5.804123E-005
1.050136	-6.071172E-005
1.049253	-5.270024E-005
1.048078	-5.804123E-005
1.047033	-5.091991E-005
1.046134	-5.804123E-005
1.045219	-5.35904E-005
1.043761	-6.516255E-005
1.042959	-5.804123E-005
1.042011	-5.448057E-005
1.041209	-5.804123E-005
1.039986	-5.715106E-005
1.038957	-4.913958E-005
1.037993	-6.249205E-005
1.037135	-6.338222E-005
1.035895	-5.270024E-005
1.03502	-5.35904E-005
1.034162	-5.982156E-005
1.03319	-5.893139E-005
1.032177	-5.715106E-005
1.030873	-5.982156E-005
1.030039	-6.427238E-005
1.02905	-5.893139E-005
1.028305	-5.982156E-005
1.026985	-6.071172E-005
1.026183	-5.091991E-005
1.025065	-5.62609E-005
1.024198	-4.824941E-005
1.022846	-5.270024E-005
1.022011	-5.270024E-005
1.020796	-5.448057E-005
1.020197	-5.35904E-005
1.018941	-5.091991E-005
1.018034	-5.537073E-005
1.016957	-7.13937E-005
1.016033	-5.62609E-005
1.015077	-5.537073E-005
1.013757	-6.516255E-005
1.013093	-7.050354E-005
1.012097	-5.270024E-005
1.011238	-6.516255E-005
1.010031	-0.000067833
1.00884	-6.338222E-005
1.0082	-6.516255E-005
1.007074	-6.516255E-005
1.005916	-5.448057E-005
1.004952	-5.804123E-005
1.004077	-7.050354E-005
1.003024	-6.516255E-005
1.001785	-6.961337E-005
1.00078	-6.427238E-005
0.999938	-5.002974E-005
0.998982	-5.893139E-005
0.998148	-5.181007E-005
0.996868	-6.427238E-005
0.996058	-6.694288E-005
0.995102	-6.338222E-005
0.994227	-0.000067833
0.992777	-6.516255E-005
0.991838	-6.872321E-005
0.990947	-5.62609E-005
0.990169	-5.448057E-005
0.98897	-0.000067833
0.987958	-5.62609E-005
0.987123	-6.516255E-005
0.9862	-5.893139E-005
0.984863	-5.804123E-005
0.983899	-6.605271E-005
0.983049	-6.694288E-005
0.982206	-5.270024E-005
0.981024	-5.62609E-005
0.979857	-7.13937E-005
0.978853	-7.050354E-005
0.978132	-6.516255E-005
0.977144	-5.448057E-005
0.975799	-7.13937E-005
0.974981	-5.982156E-005
0.974227	-6.694288E-005
0.973247	-5.715106E-005
0.971887	-5.537073E-005
0.971052	-7.584453E-005
0.970056	-5.62609E-005
0.969165	-6.694288E-005
0.967715	-7.762486E-005
0.967091	-6.694288E-005
0.96607	-0.000067833
0.965252	-6.694288E-005
0.96394	-6.605271E-005
0.962879	-6.872321E-005
0.961931	-6.694288E-005
0.961056	-6.605271E-005
0.960214	-7.13937E-005
0.95891	-0.000078515
0.957986	-7.940519E-005
0.956941	-6.516255E-005
0.956026	-7.940519E-005
0.954941	-6.160189E-005
0.954131	-6.516255E-005
0.953086	-7.13937E-005
0.952025	-7.495436E-005
0.950996	-7.13937E-005
0.949862	-7.13937E-005
0.949027	-7.050354E-005
0.947958	-6.338222E-005
0.946784	-8.296585E-005
0.946063	-0.000073174
0.944921	-8.652651E-005
0.944208	-7.495436E-005
0.943284	-6.338222E-005
0.941996	-5.982156E-005
0.940887	-0.000073174
0.939898	-0.000078515
0.939218	-6.961337E-005
0.937808	-6.249205E-005
0.93682	-6.872321E-005
0.935986	-6.338222E-005
0.935127	-6.605271E-005
0.933936	-6.961337E-005
0.932778	-7.228387E-005
0.93209	-6.961337E-005
0.931126	-6.516255E-005
0.929708	-0.000073174
0.928874	-7.762486E-005
0.927999	-6.338222E-005
0.927197	-6.160189E-005
0.926047	-6.961337E-005
0.924961	-7.584453E-005
0.924087	-7.495436E-005
0.922952	-6.694288E-005
0.92211	-6.605271E-005
0.920895	-6.872321E-005
0.920198	-6.338222E-005
0.919056	-7.673469E-005
0.918157	-6.427238E-005
0.916804	-7.495436E-005
0.915994	-6.427238E-005
0.914974	-0.000067833
0.914091	-8.118552E-005
0.912859	-7.673469E-005
0.912114	-0.000073174
0.911053	-6.872321E-005
0.910154	-6.249205E-005
0.909287	-7.050354E-005
0.90791	-7.584453E-005
0.907124	-7.940519E-005
0.90625	-7.673469E-005
0.905132	-8.118552E-005
0.903868	-8.830684E-005
0.902945	-0.000083856
0.90211	-7.050354E-005
0.901316	-6.516255E-005
0.899923	-7.40642E-005
0.89904	-8.563634E-005
0.898003	-7.495436E-005
0.897185	-7.228387E-005
0.89597	-7.050354E-005
0.895031	-8.207568E-005
0.894083	-8.029535E-005
0.893062	-6.605271E-005
0.891888	-7.13937E-005
0.890875	-7.495436E-005
0.890017	-7.13937E-005
0.889004	-7.495436E-005
0.888178	-8.474618E-005
0.886995	-0.000067833
0.88612	-7.495436E-005
0.8851	-6.605271E-005
0.884103	-7.13937E-005
0.882872	-8.029535E-005
0.881989	-0.000067833
0.880993	-0.000078515
0.880077	-8.563634E-005
0.878927	-8.118552E-005
0.877988	-8.830684E-005
0.87691	-7.495436E-005
0.876084	-7.762486E-005
0.874837	-7.584453E-005
0.873873	-7.940519E-005
0.873079	-7.40642E-005
0.872099	-7.228387E-005
0.871135	-7.050354E-005
0.870041	-0.000078515
0.869069	-6.872321E-005
0.868097	-6.605271E-005
0.86723	-7.050354E-005
0.86595	-0.000078515
0.865043	-8.652651E-005
0.864031	-7.495436E-005
0.863164	-7.673469E-005
0.861836	-7.584453E-005
0.860855	-8.207568E-005
0.860013	-7.228387E-005
0.859017	-8.296585E-005
0.857858	-8.118552E-005
0.856838	-0.000083856
0.856003	-7.584453E-005
0.855193	-7.40642E-005
0.854197	-6.872321E-005
0.853006	-8.118552E-005
0.852034	-0.000073174
0.851054	-7.228387E-005
0.850284	-7.228387E-005
0.848754	-7.762486E-005
0.847781	-7.673469E-005
0.847028	-8.207568E-005
0.846016	-0.000067833
0.845019	-8.118552E-005
0.844007	-7.940519E-005
0.84314	-7.673469E-005
0.842111	-8.029535E-005
0.840961	-8.207568E-005
0.839997	-7.584453E-005
0.839122	-7.940519E-005
0.838093	-8.207568E-005
0.837219	-7.40642E-005
0.835825	-0.000078515
0.834999	-8.741667E-005
0.834124	-7.050354E-005
0.832974	-7.762486E-005
0.831848	-8.563634E-005
0.830827	-8.029535E-005
0.830001	-8.029535E-005
0.829054	-0.000083856
0.827919	-7.673469E-005
0.826899	-0.000083856
0.825959	-7.940519E-005
0.825125	-8.207568E-005
0.823918	-7.050354E-005
0.822946	-8.296585E-005
0.821958	-0.000073174
0.821221	-7.584453E-005
0.819884	-8.118552E-005
0.818831	-8.207568E-005
0.817924	-7.673469E-005
0.817138	-8.474618E-005
0.816174	-0.000078515
0.814805	-8.474618E-005
0.813938	-8.563634E-005
0.81312	-8.563634E-005
0.812067	-6.961337E-005
0.810998	-7.584453E-005
0.809945	-0.000083856
0.809135	-8.474618E-005
0.808066	-7.673469E-005
0.807029	-8.474618E-005
0.805887	-7.762486E-005
0.80489	-8.118552E-005
0.804113	-7.584453E-005
0.802687	-9.542816E-005
0.801812	-8.563634E-005
0.801018	-7.940519E-005
0.799917	-7.762486E-005
0.799204	-7.495436E-005
0.797924	-6.338222E-005
0.796968	-8.563634E-005
0.796134	-7.940519E-005
0.795113	-0.000078515
0.793712	-6.961337E-005
0.792894	-0.000078515
0.791833	-8.207568E-005
0.791055	-7.673469E-005
0.789856	-8.563634E-005
0.788973	-7.40642E-005
0.787952	-8.474618E-005
0.786867	-8.563634E-005
0.785911	-7.40642E-005
0.784963	-9.364783E-005
0.783829	-8.296585E-005
0.782849	-7.584453E-005
0.782274	-7.584453E-005
0.780816	-6.961337E-005
0.779812	-0.000078515
0.778994	-7.762486E-005
0.778119	-7.940519E-005
0.776847	-8.029535E-005
0.775875	-7.495436E-005
0.775024	-7.228387E-005
0.773988	-8.296585E-005
0.772837	-8.118552E-005
0.771914	-7.673469E-005
0.770926	-8.207568E-005
0.770035	-6.961337E-005
0.768828	-7.584453E-005
0.76775	-8.296585E-005
0.767054	-8.563634E-005
0.765871	-7.584453E-005
0.764834	-0.000078515
0.764	-8.563634E-005
0.762995	-8.207568E-005
0.761975	-7.940519E-005
0.761149	-8.118552E-005
0.75969	-7.228387E-005
0.75888	-0.000078515
0.758087	-7.40642E-005
0.757017	-8.029535E-005
0.755908	-7.940519E-005
0.754871	-7.40642E-005
0.754012	-9.008717E-005
0.753089	-7.940519E-005
0.751687	-8.029535E-005
0.750877	-0.000073174
0.749889	-7.673469E-005
0.749071	-7.228387E-005
0.747621	-7.584453E-005
0.746827	-9.275766E-005
0.745969	-7.40642E-005
0.744956	-6.516255E-005
0.744154	-0.000078515
0.742817	-7.495436E-005
0.741813	-7.228387E-005
0.740954	-7.673469E-005
0.739966	-7.495436E-005
0.738994	-8.118552E-005
0.737965	-0.000073174
0.736961	-8.207568E-005
0.736119	-7.40642E-005
0.734758	-0.000078515
0.733867	-7.762486E-005
0.732911	-7.940519E-005
0.732012	-7.13937E-005
0.730821	-0.000083856
0.729808	-7.40642E-005
0.72895	-0.000078515
0.728051	-0.000073174
0.72703	-7.228387E-005
0.725742	-7.495436E-005
0.725029	-8.652651E-005
0.723976	-8.296585E-005
0.723085	-7.40642E-005
0.721716	-0.000089197
0.720833	-7.40642E-005
0.720039	-8.029535E-005
0.719027	-7.762486E-005
0.717698	-8.296585E-005
0.716994	-8.296585E-005
0.715884	-7.584453E-005
0.715122	-8.830684E-005
0.713697	-8.474618E-005
0.712798	-0.000089197
0.711809	-8.207568E-005
0.711016	-8.118552E-005
0.70989	-8.741667E-005
0.708756	-8.563634E-005
0.707946	-7.584453E-005
0.706876	-8.296585E-005
0.706066	-7.940519E-005
0.704859	-7.40642E-005
0.703944	-0.000078515
0.70294	-8.029535E-005
0.702081	-8.830684E-005
0.700817	-0.000089197
0.699764	-8.741667E-005
0.698954	-0.000089197
0.698079	-7.228387E-005
0.696662	-9.097733E-005
0.695836	-9.097733E-005
0.694823	-9.18675E-005
0.694005	-8.118552E-005
0.692911	-8.741667E-005
0.691745	-8.652651E-005
0.69087	-8.652651E-005
0.69006	-8.296585E-005
0.688999	-8.474618E-005
0.687776	-7.13937E-005
0.686852	-7.762486E-005
0.685986	-0.000083856
0.685062	-7.495436E-005
0.683718	-7.940519E-005
0.682908	-7.940519E-005
0.681992	-0.000083856
0.680931	-7.584453E-005
0.679756	-8.029535E-005
0.678898	-9.275766E-005
0.677926	-9.542816E-005
0.677035	-7.673469E-005
0.675682	-9.18675E-005
0.674807	-7.940519E-005
0.673949	-8.296585E-005
0.672985	-8.118552E-005
0.672118	-8.029535E-005
0.670887	-8.029535E-005
0.66985	-0.000078515
0.668999	-0.000078515
0.667987	-8.652651E-005
0.666618	-9.008717E-005
0.66567	-0.000078515
0.66486	-0.000083856
0.664018	-7.940519E-005
0.662649	-8.029535E-005
0.661725	-9.364783E-005
0.660867	-0.000078515
0.660056	-8.118552E-005
0.658752	-8.118552E-005
0.657918	-8.029535E-005
0.656857	-0.000089197
0.655925	-7.762486E-005
0.655002	-8.118552E-005
0.6539	-8.741667E-005
0.652701	-0.000083856
0.651924	-9.097733E-005
0.651057	-9.631832E-005
0.649866	-8.118552E-005
0.648765	-8.563634E-005
0.647849	-8.741667E-005
0.646966	-7.050354E-005
0.645768	-7.495436E-005
0.644941	-9.18675E-005
0.643945	-0.000083856
0.642851	-8.118552E-005
0.641766	-7.673469E-005
0.640745	-8.474618E-005
0.639879	-7.940519E-005
0.638939	-8.296585E-005
0.637999	-9.008717E-005
0.636671	-9.18675E-005
0.635934	-8.029535E-005
0.634905	-8.296585E-005
0.634135	-8.563634E-005
0.632758	-8.652651E-005
0.631908	-0.000094538
0.630936	-8.563634E-005
0.62981	-0.000083856
0.628919	-9.008717E-005
0.627906	-8.118552E-005
0.626959	-8.118552E-005
0.625938	-0.000083856
0.624585	-9.097733E-005
0.623897	-8.474618E-005
0.622811	-8.652651E-005
0.622025	-7.673469E-005
0.6206	-7.940519E-005
0.619798	-8.741667E-005
0.61864	-0.000089197
0.618048	-9.18675E-005
0.616906	-9.275766E-005
0.615732	-9.18675E-005
0.614832	-9.18675E-005
0.613893	-8.830684E-005
0.612994	-8.652651E-005
0.611665	-7.940519E-005
0.610928	-7.762486E-005
0.609786	-0.000102
0.608822	-0.000101
0.607826	-8.563634E-005
0.606805	-9.097733E-005
0.605801	-9.097733E-005
0.604877	-0.000089197
0.603541	-9.631832E-005
0.602641	-0.000094538
0.601961	-8.830684E-005
0.601029	-8.830684E-005
0.599871	-9.008717E-005
0.598875	-9.364783E-005
0.59787	-9.097733E-005
0.596979	-8.741667E-005
0.595902	-9.542816E-005
0.594752	-9.898882E-005
0.593796	-9.542816E-005
0.592986	-9.18675E-005
0.592095	-0.000102
0.590807	-8.741667E-005
0.590021	-9.275766E-005
0.58896	-9.631832E-005
0.587931	-9.631832E-005
0.586838	-9.364783E-005
0.585801	-0.000102
0.585015	-9.364783E-005
0.584027	-0.000099879
0.582998	-0.000101
0.581986	-9.542816E-005
0.581062	-0.000094538
0.580106	-9.720849E-005
0.579102	-0.000094538
0.577814	-0.000102
0.576931	-8.563634E-005
0.576064	-9.542816E-005
0.575141	-0.000089197
0.573942	-8.652651E-005
0.572994	-0.000106
0.572136	-9.631832E-005
0.571107	-0.000101
0.569835	-8.563634E-005
0.568936	-9.364783E-005
0.567907	-0.000094538
0.566976	-0.000094538
0.566174	-9.097733E-005
0.564967	-8.741667E-005
0.56397	-0.000099879
0.562885	-0.000083856
0.562002	-9.097733E-005
0.560828	-9.364783E-005
0.559928	-0.000109
0.558981	-9.809865E-005
0.558033	-9.364783E-005
0.55685	-9.898882E-005
0.555894	-0.000094538
0.555084	-8.207568E-005
0.554266	-9.275766E-005
0.5528	-9.275766E-005
0.551788	-9.008717E-005
0.550994	-0.000106
0.550054	-8.563634E-005
0.548701	-9.364783E-005
0.547997	-0.000094538
0.546992	-9.720849E-005
0.546198	-0.000099879
0.544975	-0.000099879
0.543914	-9.364783E-005
0.542974	-0.000099879
0.5421	-9.542816E-005
0.541128	-9.720849E-005
0.53984	-9.809865E-005
0.538949	-9.898882E-005
0.537985	-9.631832E-005
0.53698	-0.000102
0.535781	-0.000103
0.534939	-9.720849E-005
0.534137	-9.097733E-005
0.533035	-9.631832E-005
0.531885	-9.275766E-005
0.530808	-0.000105
0.530006	-0.000101
0.528985	-0.000094538
0.528054	-0.000108
0.527009	-9.364783E-005
0.525996	-0.000094538
0.525113	-9.720849E-005
0.52385	-9.898882E-005
0.522934	-0.000094538
0.521841	-0.000102
0.520933	-9.631832E-005
0.520221	-9.631832E-005
0.518754	-0.000101
0.51788	-0.000111
0.517013	-0.000103
0.515911	-0.000103
0.514858	-0.000107
0.513991	-0.000094538
0.513109	-8.830684E-005
0.512007	-0.000102
0.511181	-0.000101
0.509852	-0.000103
0.508856	-0.000108
0.507997	-9.364783E-005
0.507114	-0.000105
0.505891	-0.000106
0.504895	-9.18675E-005
0.503923	-9.720849E-005
0.503007	-0.000104
0.501671	-0.000102
0.500893	-0.000103
0.500059	-0.000105
0.498909	-0.000102
0.497831	-0.000114
0.497029	-0.000105
0.495944	-0.000103
0.495004	-0.000112
0.493992	-9.898882E-005
0.492809	-0.000108
0.492096	-0.000103
0.490906	-0.000099879
0.490079	-0.000105
0.48888	-0.000104
0.487706	-0.00011
0.487042	-0.00012
0.48594	-0.000113
0.484911	-0.000111
0.483802	-0.000105
0.482951	-0.000104
0.482003	-0.000114
0.480715	-0.000111
0.4798	-0.000105
0.478893	-0.000105
0.477913	-0.000102
0.476819	-0.000111
0.475766	-0.000111
0.475013	-0.000113
0.473927	-0.000108
0.473247	-0.00011
0.471797	-0.000113
0.470898	-0.000119
0.469885	-0.000104
0.469018	-0.000116
0.46786	-0.000109
0.466929	-0.000111
0.466021	-0.000113
0.46492	-0.000107
0.463786	-0.000105
0.462797	-0.000112
0.461898	-0.000112
0.461032	-0.000099879
0.45963	-0.000117
0.458715	-0.000114
0.457913	-0.000118
